person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
70,72136,RENT,2.0,VENTURE,E,11871,17.8,1,0.12,N,3
24,28386,MORTGAGE,1.0,MEDICAL,D,3712,11.5,1,0.25,N,3
24,12445,RENT,5.0,DEBTCONSOLIDATION,D,24371,17.48,1,0.29,N,5
21,22894,MORTGAGE,2.0,PERSONAL,D,14148,14.83,1,0.25,Y,2
24,39851,RENT,2.0,PERSONAL,D,26400,12.44,1,0.12,N,5
29,4000,RENT,0.0,HOMEIMPROVEMENT,D,4984,15.77,1,0.47,N,2
43,21665,MORTGAGE,9.0,DEBTCONSOLIDATION,D,9728,9.89,1,0.14,Y,6
27,4806,RENT,2.0,MEDICAL,D,12014,14.23,1,0.29,Y,4
25,74490,RENT,10.0,PERSONAL,D,5172,16.82,1,0.04,N,7
24,22475,RENT,14.0,HOMEIMPROVEMENT,D,22203,18.71,1,0.31,Y,4
22,15106,RENT,2.0,EDUCATION,B,900,13.91,1,0.11,Y,2
32,30021,RENT,2.0,MEDICAL,B,35000,16.01,1,0.27,N,12
23,33570,RENT,2.0,PERSONAL,C,9602,10.59,1,0.33,N,4
26,27000,RENT,4.0,DEBTCONSOLIDATION,G,9264,9.7,1,0.19,N,3
29,20188,RENT,0.0,MEDICAL,C,11563,11.44,1,0.38,N,5
21,63600,MORTGAGE,4.0,EDUCATION,D,11822,14.29,1,0.3,Y,4
22,24558,RENT,2.0,VENTURE,F,10274,10.45,1,0.46,Y,3
30,16472,MORTGAGE,5.0,MEDICAL,B,9560,15.47,1,0.38,N,6
44,5933,RENT,2.0,VENTURE,D,8736,16.95,1,0.21,Y,3
24,39821,RENT,5.0,DEBTCONSOLIDATION,B,22982,12.54,1,0.03,N,2
24,183126,MORTGAGE,0.0,EDUCATION,C,12852,13.07,1,0.01,Y,4
69,32257,OWN,5.0,EDUCATION,D,13644,14.49,1,0.07,Y,3
28,4000,RENT,5.0,MEDICAL,B,1126,9.03,1,0.68,N,2
26,19625,OWN,14.0,DEBTCONSOLIDATION,E,900,13.0,1,0.29,Y,9
24,9011,RENT,2.0,DEBTCONSOLIDATION,D,24845,19.95,1,0.26,N,3
23,57821,RENT,5.0,MEDICAL,B,900,10.82,1,0.36,N,3
32,34634,RENT,5.0,PERSONAL,D,3286,10.93,1,0.23,N,2
23,15377,RENT,13.0,HOMEIMPROVEMENT,C,3993,5.42,1,0.4,Y,3
20,59694,MORTGAGE,0.0,MEDICAL,A,22094,17.68,1,0.27,Y,12
28,48130,RENT,2.0,EDUCATION,C,26486,6.48,1,0.09,N,4
25,4000,MORTGAGE,18.0,MEDICAL,E,6745,13.49,1,0.24,N,3
32,44198,RENT,2.0,VENTURE,D,4956,17.21,1,0.05,Y,4
28,45392,RENT,4.0,DEBTCONSOLIDATION,B,900,15.32,1,0.25,N,4
20,22751,RENT,9.0,MEDICAL,B,23540,13.28,1,0.25,Y,4
23,35538,RENT,20.0,EDUCATION,B,900,15.19,1,0.5,N,5
20,4000,OWN,10.0,VENTURE,F,17250,13.93,1,0.12,N,5
48,25881,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1248,16.79,1,0.33,N,4
22,35563,RENT,10.0,EDUCATION,B,21334,13.72,1,0.2,Y,4
34,46746,MORTGAGE,2.0,EDUCATION,D,7777,14.48,1,0.1,N,5
29,48663,RENT,7.0,EDUCATION,C,900,15.94,1,0.05,N,5
37,57628,MORTGAGE,2.0,MEDICAL,E,25304,6.4,1,0.05,N,17
23,43769,RENT,4.0,HOMEIMPROVEMENT,B,4917,13.42,1,0.17,N,3
23,29865,RENT,6.0,PERSONAL,E,6713,13.73,1,0.15,Y,4
46,19313,RENT,4.0,VENTURE,D,900,16.95,1,0.3,N,6
21,15820,MORTGAGE,5.0,EDUCATION,D,16113,7.28,1,0.12,N,4
21,26313,RENT,5.0,MEDICAL,C,1620,11.38,1,0.07,N,3
33,42315,MORTGAGE,9.0,MEDICAL,D,19891,14.56,1,0.2,Y,4
57,13394,RENT,1.0,MEDICAL,C,7073,14.57,1,0.42,Y,7
24,81561,RENT,0.0,PERSONAL,A,22963,9.87,1,0.3,N,8
30,29664,OWN,2.0,MEDICAL,D,2341,11.98,1,0.18,N,3
37,38774,RENT,1.0,PERSONAL,D,5710,15.52,1,0.15,N,14
25,54195,MORTGAGE,5.0,MEDICAL,E,15770,17.52,1,0.33,Y,17
23,13163,MORTGAGE,8.0,DEBTCONSOLIDATION,G,9089,15.99,1,0.19,N,11
27,69798,RENT,2.0,MEDICAL,D,3403,14.26,1,0.49,Y,7
35,4000,RENT,5.0,VENTURE,E,12263,14.37,1,0.07,N,4
23,24969,RENT,5.0,VENTURE,B,9678,6.95,1,0.05,N,4
29,16007,RENT,7.0,HOMEIMPROVEMENT,C,11227,16.79,1,0.32,Y,4
30,5943,MORTGAGE,5.0,DEBTCONSOLIDATION,B,28223,20.32,1,0.23,N,3
21,26267,MORTGAGE,4.0,DEBTCONSOLIDATION,F,3344,13.33,1,0.19,N,6
32,20996,RENT,2.0,VENTURE,C,7766,16.87,1,0.22,Y,3
22,36616,MORTGAGE,0.0,MEDICAL,C,4884,13.54,1,0.01,N,5
29,7277,RENT,2.0,MEDICAL,C,13072,5.73,1,0.24,Y,2
30,50351,MORTGAGE,2.0,VENTURE,A,5035,11.43,1,0.22,N,4
39,4000,RENT,0.0,PERSONAL,D,18504,12.3,1,0.33,Y,2
21,32463,RENT,1.0,VENTURE,C,24709,14.99,1,0.15,N,4
23,26173,RENT,2.0,EDUCATION,D,21835,15.92,1,0.29,Y,13
63,49366,MORTGAGE,9.0,EDUCATION,A,4239,12.59,1,0.35,N,3
29,7113,RENT,5.0,DEBTCONSOLIDATION,A,8084,14.41,1,0.19,N,4
32,5194,RENT,2.0,EDUCATION,D,22986,13.55,1,0.27,Y,5
23,40925,RENT,1.0,VENTURE,D,8437,9.84,1,0.01,N,4
29,4000,MORTGAGE,2.0,EDUCATION,B,26202,15.53,1,0.13,N,4
22,38281,RENT,0.0,VENTURE,B,6783,16.57,1,0.34,Y,3
40,25759,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13731,16.96,1,0.33,Y,7
23,48107,RENT,5.0,PERSONAL,B,12337,9.09,1,0.21,N,10
67,44071,RENT,4.0,PERSONAL,D,9774,13.0,1,0.09,N,5
29,17872,MORTGAGE,6.0,MEDICAL,E,25253,12.46,1,0.14,Y,3
28,16997,RENT,4.0,HOMEIMPROVEMENT,A,4067,16.24,1,0.41,N,2
29,14976,MORTGAGE,3.0,DEBTCONSOLIDATION,D,1594,12.65,1,0.28,N,3
31,18816,MORTGAGE,2.0,EDUCATION,B,3984,13.47,1,0.11,Y,17
23,24647,MORTGAGE,2.0,EDUCATION,D,10811,17.64,1,0.07,N,2
42,18882,RENT,2.0,MEDICAL,F,10895,12.53,1,0.23,N,3
23,21821,MORTGAGE,14.0,VENTURE,B,19793,15.99,1,0.25,N,5
31,12141,MORTGAGE,2.0,MEDICAL,D,10749,16.3,1,0.2,Y,6
27,15571,MORTGAGE,13.0,VENTURE,A,20273,15.13,1,0.26,N,2
23,14598,OTHER,2.0,PERSONAL,B,919,18.04,1,0.06,N,3
23,32932,RENT,9.0,MEDICAL,D,4161,9.05,1,0.31,Y,6
33,4000,RENT,8.0,EDUCATION,D,11268,17.75,1,0.27,Y,4
23,19120,RENT,3.0,MEDICAL,F,6878,14.81,1,0.21,Y,5
24,43634,RENT,2.0,MEDICAL,B,23053,15.72,1,0.36,N,4
37,65307,RENT,0.0,DEBTCONSOLIDATION,A,4403,19.44,1,0.31,Y,4
28,36608,RENT,13.0,MEDICAL,D,19233,12.06,1,0.39,Y,2
33,27411,MORTGAGE,2.0,VENTURE,B,11388,10.32,1,0.32,N,6
24,103119,RENT,21.0,EDUCATION,B,20956,10.25,1,0.15,N,4
22,4000,RENT,0.0,EDUCATION,A,22009,17.15,1,0.05,Y,3
30,9743,OWN,8.0,EDUCATION,A,18802,16.43,1,0.26,N,4
31,35278,RENT,5.0,VENTURE,D,21863,13.41,1,0.24,N,3
23,6561,OTHER,2.0,EDUCATION,B,1411,16.49,1,0.22,Y,3
29,60707,MORTGAGE,2.0,DEBTCONSOLIDATION,C,30829,11.53,1,0.03,N,9
21,24194,RENT,20.0,MEDICAL,G,10985,5.42,1,0.24,N,5
20,15343,OWN,6.0,PERSONAL,A,6054,12.08,1,0.32,Y,2
26,18304,RENT,2.0,VENTURE,G,12248,11.54,1,0.1,N,3
30,15351,MORTGAGE,5.0,VENTURE,E,26193,6.47,1,0.3,N,3
32,10384,RENT,13.0,VENTURE,A,8287,11.28,1,0.1,N,4
33,27114,RENT,14.0,DEBTCONSOLIDATION,B,10491,10.6,1,0.26,Y,5
23,49973,MORTGAGE,2.0,MEDICAL,C,4437,19.65,1,0.06,N,4
22,17548,RENT,0.0,HOMEIMPROVEMENT,D,9368,8.23,1,0.23,N,4
23,26879,RENT,4.0,PERSONAL,B,9353,18.24,1,0.21,N,3
23,48714,RENT,12.0,HOMEIMPROVEMENT,D,24858,11.58,1,0.4,Y,4
21,4000,RENT,5.0,HOMEIMPROVEMENT,B,9672,14.25,1,0.25,N,2
21,63932,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10067,18.74,1,0.26,Y,3
20,65598,RENT,0.0,PERSONAL,D,23379,19.26,1,0.33,Y,14
24,25674,RENT,2.0,VENTURE,C,7840,14.5,1,0.06,Y,4
23,137804,RENT,2.0,MEDICAL,D,16857,5.68,1,0.18,Y,2
24,24712,MORTGAGE,0.0,HOMEIMPROVEMENT,D,11232,9.0,1,0.12,N,2
27,7113,RENT,3.0,MEDICAL,D,5011,9.87,1,0.29,N,10
22,85910,RENT,5.0,DEBTCONSOLIDATION,D,20995,14.14,1,0.32,N,5
22,13090,RENT,12.0,MEDICAL,C,6963,11.1,1,0.28,N,3
30,42789,RENT,0.0,VENTURE,D,9092,17.11,1,0.22,Y,4
25,88031,OTHER,0.0,DEBTCONSOLIDATION,D,5413,23.22,1,0.28,Y,12
25,83356,MORTGAGE,1.0,HOMEIMPROVEMENT,D,25314,13.96,1,0.18,N,2
23,4000,MORTGAGE,11.0,MEDICAL,C,3306,6.19,1,0.28,N,5
29,54346,RENT,16.0,MEDICAL,D,4258,20.51,1,0.05,Y,10
22,13765,MORTGAGE,19.0,PERSONAL,D,16373,17.59,1,0.16,Y,4
32,41886,RENT,13.0,EDUCATION,B,4362,17.12,1,0.39,Y,8
31,18678,RENT,2.0,DEBTCONSOLIDATION,B,6180,12.14,1,0.32,N,3
27,35274,MORTGAGE,2.0,DEBTCONSOLIDATION,D,12309,14.42,1,0.04,N,5
26,127494,RENT,21.0,MEDICAL,A,16427,9.87,1,0.19,N,4
32,23408,RENT,0.0,EDUCATION,C,25114,14.65,1,0.07,Y,3
27,42068,RENT,2.0,MEDICAL,D,19571,14.93,1,0.62,N,4
21,35704,RENT,4.0,DEBTCONSOLIDATION,C,13664,8.92,1,0.31,Y,9
27,19709,MORTGAGE,6.0,VENTURE,B,9015,11.76,1,0.32,N,4
26,13233,RENT,2.0,HOMEIMPROVEMENT,D,17308,17.11,1,0.29,N,4
48,4000,RENT,0.0,PERSONAL,D,11239,23.22,1,0.14,Y,6
31,19494,MORTGAGE,2.0,DEBTCONSOLIDATION,B,11751,11.72,1,0.17,N,2
23,4345,RENT,2.0,MEDICAL,E,9337,10.97,1,0.16,N,4
22,17636,RENT,2.0,EDUCATION,G,6166,15.0,1,0.21,N,3
24,47404,MORTGAGE,4.0,EDUCATION,D,1912,9.09,1,0.2,Y,4
46,20722,MORTGAGE,4.0,PERSONAL,C,2397,14.03,1,0.13,Y,4
24,30379,MORTGAGE,1.0,MEDICAL,C,1781,10.98,1,0.62,N,4
25,9964,MORTGAGE,2.0,EDUCATION,D,8353,14.94,1,0.25,N,5
43,37136,MORTGAGE,2.0,PERSONAL,D,10092,16.45,1,0.13,N,5
23,18532,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3241,14.47,1,0.2,N,3
26,21952,MORTGAGE,0.0,DEBTCONSOLIDATION,C,11150,14.6,1,0.04,N,4
32,39470,MORTGAGE,6.0,HOMEIMPROVEMENT,D,16346,14.16,1,0.16,N,11
23,76538,RENT,7.0,HOMEIMPROVEMENT,D,5067,13.2,1,0.22,N,4
24,10275,OWN,9.0,DEBTCONSOLIDATION,B,9680,15.43,1,0.05,Y,2
25,14506,RENT,2.0,DEBTCONSOLIDATION,B,5092,15.36,1,0.02,Y,3
30,16350,OTHER,8.0,DEBTCONSOLIDATION,C,5508,14.66,1,0.05,N,8
36,12653,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4328,14.19,1,0.33,Y,7
26,102866,MORTGAGE,19.0,VENTURE,B,3832,12.88,1,0.44,N,4
24,37732,MORTGAGE,21.0,VENTURE,D,25383,18.22,1,0.32,N,2
23,115797,RENT,5.0,MEDICAL,E,10829,8.07,1,0.11,N,4
24,29562,MORTGAGE,4.0,EDUCATION,B,8115,14.58,1,0.26,N,6
47,52747,MORTGAGE,0.0,HOMEIMPROVEMENT,C,5382,17.34,1,0.26,N,4
37,123233,OWN,0.0,MEDICAL,A,11194,13.82,1,0.3,N,5
21,29150,MORTGAGE,16.0,MEDICAL,D,1294,9.86,1,0.3,Y,5
44,4908,MORTGAGE,9.0,DEBTCONSOLIDATION,A,17257,13.4,1,0.2,Y,3
28,4000,OWN,0.0,EDUCATION,A,15503,15.98,1,0.38,N,4
23,19188,RENT,11.0,PERSONAL,C,2124,17.88,1,0.49,N,7
24,17819,RENT,19.0,EDUCATION,B,26259,13.52,1,0.01,N,4
40,4000,OTHER,2.0,HOMEIMPROVEMENT,C,900,9.15,1,0.34,N,4
23,30431,RENT,2.0,MEDICAL,D,900,13.0,1,0.2,N,7
23,32414,RENT,0.0,EDUCATION,G,1355,14.84,1,0.06,N,7
23,33836,RENT,8.0,MEDICAL,D,10454,11.06,1,0.3,Y,2
29,146421,RENT,2.0,HOMEIMPROVEMENT,A,4335,10.98,1,0.23,Y,3
25,35668,RENT,13.0,HOMEIMPROVEMENT,B,12896,20.86,1,0.11,N,7
23,30156,MORTGAGE,5.0,MEDICAL,C,5733,15.31,1,0.37,Y,4
26,4000,MORTGAGE,2.0,EDUCATION,B,10646,14.48,1,0.5,N,3
49,16984,MORTGAGE,2.0,DEBTCONSOLIDATION,B,17820,11.28,1,0.22,N,10
20,67294,MORTGAGE,3.0,MEDICAL,D,11816,11.9,1,0.22,N,5
27,14202,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6398,12.42,1,0.01,N,3
38,9688,OWN,2.0,VENTURE,D,6142,16.97,1,0.2,N,3
34,26940,RENT,13.0,MEDICAL,B,1701,12.76,1,0.22,Y,5
23,11759,RENT,2.0,MEDICAL,C,5796,12.9,1,0.02,N,5
32,9189,MORTGAGE,6.0,PERSONAL,C,16396,18.16,1,0.29,N,5
24,35326,RENT,5.0,DEBTCONSOLIDATION,D,9769,9.21,1,0.51,N,3
21,8075,RENT,2.0,MEDICAL,G,6753,14.53,1,0.22,N,12
31,19455,MORTGAGE,2.0,EDUCATION,C,17204,11.35,1,0.07,Y,3
21,15712,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12924,10.8,1,0.12,Y,4
26,19244,MORTGAGE,2.0,VENTURE,C,15629,12.25,1,0.29,Y,4
31,14073,RENT,3.0,EDUCATION,B,9739,11.51,1,0.13,Y,7
22,4265,RENT,4.0,EDUCATION,B,7235,11.47,1,0.32,Y,3
24,4000,MORTGAGE,0.0,PERSONAL,B,1102,17.93,1,0.31,N,3
26,4000,RENT,2.0,VENTURE,B,17894,11.45,1,0.38,N,10
44,4000,MORTGAGE,17.0,HOMEIMPROVEMENT,D,11196,7.93,1,0.55,N,2
21,39097,MORTGAGE,12.0,MEDICAL,D,4885,14.88,1,0.09,N,3
25,18745,RENT,8.0,DEBTCONSOLIDATION,A,8469,8.15,1,0.27,N,4
24,44531,RENT,5.0,PERSONAL,B,9686,11.17,1,0.22,Y,3
24,4000,OWN,5.0,MEDICAL,E,13219,19.61,1,0.36,Y,4
27,90626,RENT,0.0,MEDICAL,B,9958,16.11,1,0.06,N,2
24,26099,RENT,22.0,PERSONAL,A,22092,11.71,1,0.19,N,3
28,43685,RENT,0.0,MEDICAL,D,15791,14.57,1,0.57,N,3
22,59856,MORTGAGE,0.0,VENTURE,B,12381,20.92,1,0.3,Y,5
27,23138,MORTGAGE,0.0,MEDICAL,E,900,11.27,1,0.17,N,5
23,41489,RENT,6.0,VENTURE,E,2187,13.0,1,0.08,N,4
24,23612,RENT,2.0,MEDICAL,D,12404,9.97,1,0.22,N,5
24,75911,RENT,3.0,MEDICAL,D,16143,5.95,1,0.66,Y,3
30,9523,RENT,5.0,PERSONAL,D,4625,15.17,1,0.47,N,4
20,29410,MORTGAGE,2.0,HOMEIMPROVEMENT,B,5679,15.58,1,0.31,N,4
25,4000,MORTGAGE,0.0,MEDICAL,C,12481,15.12,1,0.04,N,2
22,9046,RENT,6.0,DEBTCONSOLIDATION,B,6753,16.68,1,0.36,N,4
32,13727,MORTGAGE,2.0,MEDICAL,E,16456,5.42,1,0.29,Y,3
42,21130,OTHER,2.0,EDUCATION,B,11010,11.01,1,0.05,N,4
27,22559,MORTGAGE,6.0,VENTURE,D,13188,18.1,1,0.26,N,5
48,4000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,16200,10.67,1,0.15,N,9
28,14176,RENT,4.0,EDUCATION,D,3898,14.23,1,0.13,N,3
25,28306,MORTGAGE,6.0,PERSONAL,B,9554,13.88,1,0.15,Y,8
27,20462,OWN,6.0,DEBTCONSOLIDATION,F,12109,17.94,1,0.02,N,2
32,12777,OTHER,6.0,HOMEIMPROVEMENT,D,2596,17.07,1,0.25,N,2
30,27136,RENT,2.0,VENTURE,B,8799,16.22,1,0.13,N,4
28,58387,RENT,5.0,PERSONAL,A,5953,19.03,1,0.24,Y,3
21,35297,RENT,2.0,DEBTCONSOLIDATION,A,22802,16.41,1,0.23,Y,3
22,4000,RENT,2.0,MEDICAL,A,21381,9.46,1,0.28,Y,12
31,22299,MORTGAGE,8.0,EDUCATION,B,24000,12.25,1,0.17,Y,3
30,15678,OWN,2.0,PERSONAL,B,3363,10.45,1,0.38,N,2
20,42094,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10826,14.09,1,0.12,N,2
22,146295,OWN,2.0,MEDICAL,B,3302,23.22,1,0.08,Y,3
25,33923,RENT,5.0,DEBTCONSOLIDATION,F,11406,8.32,1,0.14,N,10
31,40248,RENT,20.0,VENTURE,E,3096,13.67,1,0.28,N,4
21,50531,MORTGAGE,0.0,DEBTCONSOLIDATION,F,5777,13.96,1,0.22,N,3
40,16442,RENT,2.0,VENTURE,A,19389,5.42,1,0.15,N,2
25,9052,RENT,1.0,PERSONAL,F,10973,8.28,1,0.28,N,3
40,24114,MORTGAGE,0.0,DEBTCONSOLIDATION,B,15944,14.24,1,0.12,N,7
23,9743,RENT,0.0,HOMEIMPROVEMENT,C,11402,9.71,1,0.01,N,3
25,18116,MORTGAGE,0.0,DEBTCONSOLIDATION,B,5595,12.54,1,0.31,N,7
46,14101,RENT,11.0,EDUCATION,A,5681,10.97,1,0.16,N,7
22,4000,RENT,0.0,VENTURE,C,3569,15.56,1,0.21,Y,2
31,62455,RENT,12.0,MEDICAL,D,1204,11.12,1,0.04,N,13
29,15938,MORTGAGE,3.0,DEBTCONSOLIDATION,C,8767,12.53,1,0.29,Y,4
25,67359,RENT,5.0,MEDICAL,F,13542,14.34,1,0.19,Y,9
21,40361,RENT,5.0,EDUCATION,D,8915,11.07,1,0.32,N,4
38,64873,RENT,4.0,DEBTCONSOLIDATION,D,6654,13.69,1,0.09,N,6
31,16607,RENT,5.0,PERSONAL,C,3789,11.21,1,0.02,N,8
27,4391,RENT,5.0,PERSONAL,E,4632,18.04,1,0.15,Y,4
30,33361,RENT,5.0,MEDICAL,D,2660,21.88,1,0.01,Y,9
26,40504,MORTGAGE,5.0,PERSONAL,D,2273,11.57,1,0.14,Y,5
22,27801,MORTGAGE,18.0,HOMEIMPROVEMENT,B,900,12.98,1,0.25,N,2
24,34501,RENT,0.0,VENTURE,C,900,8.14,1,0.31,N,7
23,13248,RENT,5.0,HOMEIMPROVEMENT,B,9685,10.53,1,0.29,Y,4
23,36930,RENT,2.0,HOMEIMPROVEMENT,B,3711,13.37,1,0.17,N,8
32,5004,OWN,1.0,DEBTCONSOLIDATION,F,4481,7.67,1,0.02,N,6
34,39138,MORTGAGE,2.0,HOMEIMPROVEMENT,B,11728,7.43,1,0.51,Y,15
55,44300,MORTGAGE,2.0,PERSONAL,B,3311,17.74,1,0.39,N,3
24,19042,MORTGAGE,4.0,MEDICAL,E,20380,21.7,1,0.04,Y,5
24,18735,MORTGAGE,4.0,DEBTCONSOLIDATION,E,2613,12.01,1,0.14,N,3
23,27111,RENT,3.0,VENTURE,C,9975,13.25,1,0.15,N,5
31,20923,MORTGAGE,2.0,EDUCATION,A,1074,14.42,1,0.29,Y,4
25,17315,MORTGAGE,2.0,DEBTCONSOLIDATION,F,9014,12.88,1,0.11,Y,2
22,9831,RENT,2.0,HOMEIMPROVEMENT,D,11939,10.07,1,0.27,N,3
26,16069,MORTGAGE,0.0,VENTURE,D,5938,8.83,1,0.12,N,4
26,9888,MORTGAGE,9.0,MEDICAL,A,19402,15.23,1,0.26,N,4
23,39835,RENT,0.0,MEDICAL,D,35000,11.13,1,0.13,N,8
44,34541,RENT,0.0,HOMEIMPROVEMENT,D,900,22.15,1,0.25,Y,2
25,36226,RENT,1.0,DEBTCONSOLIDATION,B,17362,12.28,1,0.18,Y,3
30,4923,MORTGAGE,16.0,DEBTCONSOLIDATION,B,4910,15.31,1,0.31,Y,5
20,40137,OTHER,1.0,EDUCATION,D,24143,17.14,1,0.32,Y,3
24,39265,RENT,5.0,MEDICAL,B,12106,21.15,1,0.25,Y,5
46,55833,RENT,3.0,HOMEIMPROVEMENT,C,14839,10.79,1,0.54,N,2
42,74482,MORTGAGE,5.0,VENTURE,C,10149,13.55,1,0.28,Y,4
31,43034,RENT,16.0,HOMEIMPROVEMENT,A,4456,15.65,1,0.14,Y,13
39,55133,RENT,7.0,HOMEIMPROVEMENT,D,5688,17.41,1,0.42,N,4
30,24037,OTHER,5.0,DEBTCONSOLIDATION,D,6279,15.74,1,0.04,Y,6
28,4000,RENT,2.0,DEBTCONSOLIDATION,A,9185,12.61,1,0.19,N,3
27,23062,RENT,5.0,PERSONAL,B,10592,12.64,1,0.08,N,4
40,4000,MORTGAGE,4.0,EDUCATION,C,11424,13.91,1,0.14,N,3
26,180475,MORTGAGE,5.0,EDUCATION,C,12920,15.56,1,0.46,N,8
33,9579,MORTGAGE,2.0,EDUCATION,D,19033,13.99,1,0.41,N,3
30,35384,MORTGAGE,0.0,MEDICAL,C,5823,22.27,1,0.15,N,3
22,56620,RENT,2.0,VENTURE,D,23940,14.81,1,0.38,Y,5
34,21374,RENT,16.0,MEDICAL,C,10716,12.1,1,0.01,Y,4
43,19118,MORTGAGE,7.0,EDUCATION,B,17551,14.4,1,0.21,N,3
24,4000,RENT,2.0,MEDICAL,B,4367,19.16,1,0.43,N,11
26,48139,OWN,2.0,MEDICAL,B,5758,13.38,1,0.35,Y,2
23,4000,RENT,3.0,EDUCATION,B,4147,20.12,1,0.15,Y,2
28,29834,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6382,15.17,1,0.43,Y,9
21,13758,RENT,0.0,HOMEIMPROVEMENT,D,11384,12.26,1,0.02,Y,3
25,45936,MORTGAGE,9.0,MEDICAL,C,3718,14.01,1,0.32,Y,3
26,21566,RENT,7.0,EDUCATION,G,2345,11.39,1,0.04,Y,3
26,14437,RENT,2.0,VENTURE,B,9862,17.41,1,0.13,Y,3
46,11109,RENT,4.0,DEBTCONSOLIDATION,D,11117,11.92,1,0.01,N,3
24,17308,MORTGAGE,2.0,HOMEIMPROVEMENT,C,23328,16.13,1,0.06,N,2
26,5053,MORTGAGE,9.0,HOMEIMPROVEMENT,C,2132,6.97,1,0.12,Y,6
37,9604,MORTGAGE,2.0,MEDICAL,C,22019,13.21,1,0.44,Y,4
24,21951,MORTGAGE,2.0,MEDICAL,D,3718,16.99,1,0.35,N,3
26,4000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5607,13.56,1,0.11,N,6
26,4000,RENT,18.0,VENTURE,B,4504,10.04,1,0.42,N,2
30,15369,MORTGAGE,0.0,EDUCATION,B,2316,14.44,1,0.07,N,3
24,15827,RENT,4.0,DEBTCONSOLIDATION,C,10288,9.72,1,0.35,N,4
41,4000,RENT,4.0,DEBTCONSOLIDATION,D,1577,11.71,1,0.15,N,3
41,7951,RENT,5.0,EDUCATION,A,4077,10.74,1,0.26,N,5
33,49241,RENT,6.0,EDUCATION,D,5418,11.28,1,0.1,N,9
21,45609,MORTGAGE,2.0,MEDICAL,D,3467,14.23,1,0.42,N,3
23,4000,OTHER,6.0,PERSONAL,E,2469,8.05,1,0.01,N,4
60,4000,MORTGAGE,5.0,MEDICAL,C,1561,22.81,1,0.03,Y,8
24,58268,RENT,4.0,MEDICAL,E,24531,15.54,1,0.18,N,4
23,44630,RENT,2.0,HOMEIMPROVEMENT,A,23106,12.69,1,0.29,N,2
31,67182,MORTGAGE,0.0,EDUCATION,E,5913,11.4,1,0.37,N,3
24,4000,OTHER,2.0,EDUCATION,D,26357,13.25,1,0.25,Y,5
22,4000,RENT,5.0,MEDICAL,A,10266,15.05,1,0.14,N,5
21,14368,RENT,10.0,VENTURE,A,22158,15.35,1,0.32,Y,7
34,26885,RENT,2.0,EDUCATION,A,17666,12.72,1,0.51,Y,3
33,23599,RENT,5.0,PERSONAL,B,2987,15.79,1,0.05,Y,3
29,58430,RENT,4.0,MEDICAL,C,1340,17.7,1,0.32,N,4
23,26623,RENT,2.0,MEDICAL,E,17781,14.85,1,0.28,Y,5
21,15409,RENT,3.0,HOMEIMPROVEMENT,D,9910,18.62,1,0.24,Y,3
23,14225,MORTGAGE,0.0,VENTURE,A,13601,10.77,1,0.28,Y,4
33,34454,RENT,3.0,EDUCATION,E,19385,15.6,1,0.16,Y,2
22,14059,RENT,3.0,PERSONAL,D,22549,17.69,1,0.27,N,4
23,10767,RENT,11.0,PERSONAL,C,900,14.23,1,0.06,N,10
30,33715,RENT,2.0,HOMEIMPROVEMENT,B,11677,11.51,1,0.09,N,10
21,4000,RENT,0.0,DEBTCONSOLIDATION,G,10644,15.31,1,0.43,Y,3
24,27045,RENT,8.0,HOMEIMPROVEMENT,C,21088,10.48,1,0.29,Y,11
28,34778,MORTGAGE,9.0,HOMEIMPROVEMENT,C,12192,10.46,1,0.31,N,4
41,26427,OWN,0.0,DEBTCONSOLIDATION,E,10346,6.81,1,0.28,N,3
33,92914,MORTGAGE,2.0,MEDICAL,D,2193,15.13,1,0.01,N,5
20,77131,RENT,0.0,EDUCATION,A,16204,6.15,1,0.31,N,5
25,87710,RENT,2.0,EDUCATION,B,900,16.18,1,0.45,N,5
26,32524,RENT,0.0,DEBTCONSOLIDATION,D,13874,14.73,1,0.36,Y,4
21,52362,RENT,2.0,MEDICAL,A,3802,10.65,1,0.33,N,3
25,46288,OWN,0.0,MEDICAL,C,2051,11.4,1,0.26,N,9
22,23429,RENT,0.0,EDUCATION,D,1567,14.03,1,0.24,Y,7
28,17436,RENT,9.0,DEBTCONSOLIDATION,D,10048,16.84,1,0.27,N,3
53,15119,RENT,0.0,MEDICAL,D,18743,17.66,1,0.32,N,6
21,4000,RENT,5.0,EDUCATION,A,2488,19.08,1,0.15,Y,4
